净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,持续天数
2019-12-19,1.0106,1.0106,-0.0006,开放申购,封闭期,-1
2019-12-18,1.0112,1.0112,-0.0009,开放申购,封闭期,-1
2019-12-17,1.0121,1.0121,0.0024,开放申购,封闭期,1
2019-12-16,1.0097,1.0097,0.0023,开放申购,封闭期,1
2019-12-13,1.0074,1.0074,0.0046,开放申购,封闭期,1
2019-12-12,1.0028,1.0028,0.0001,开放申购,封闭期,1
2019-12-11,1.0027,1.0027,0.0,开放申购,封闭期,0
2019-12-10,1.0027,1.0027,0.0007000000000000001,开放申购,封闭期,1
2019-12-09,1.0020,1.0020,-0.0007000000000000001,开放申购,封闭期,-1
2019-12-06,1.0027,1.0027,0.0023,开放申购,封闭期,1
2019-12-05,1.0004,1.0004,0.002,开放申购,封闭期,1
2019-12-04,0.9984,0.9984,0.0002,开放申购,封闭期,1
2019-12-03,0.9982,0.9982,0.0007000000000000001,开放申购,封闭期,1
2019-12-02,0.9975,0.9975,0.0003,开放申购,封闭期,1
2019-11-29,0.9972,0.9972,-0.0021,开放申购,封闭期,-1
2019-11-28,0.9993,0.9993,-0.0004,开放申购,封闭期,-1
2019-11-27,0.9997,0.9997,-0.0008,开放申购,封闭期,-1
2019-11-26,1.0005,1.0005,0.0006,开放申购,封闭期,1
2019-11-25,0.9999,0.9999,-0.0004,开放申购,封闭期,-1
2019-11-22,1.0003,1.0003,-0.0031,开放申购,封闭期,-1
2019-11-21,1.0034,1.0034,-0.0011,开放申购,封闭期,-1
2019-11-20,1.0045,1.0045,-0.0009,开放申购,封闭期,-1
2019-11-19,1.0054,1.0054,0.003,开放申购,封闭期,1
2019-11-18,1.0024,1.0024,0.0015,开放申购,封闭期,1
2019-11-15,1.0009,1.0009,-0.0011,开放申购,封闭期,-1
2019-11-14,1.0020,1.0020,0.0004,开放申购,封闭期,1
2019-11-13,1.0016,1.0016,0.001,开放申购,封闭期,1
2019-11-12,1.0006,1.0006,0.0006,开放申购,封闭期,1
2019-11-11,1.0000,1.0000,-0.0017000000000000001,开放申购,封闭期,-1
2019-11-08,1.0017,1.0017,-0.0001,开放申购,封闭期,-1
2019-11-07,1.0018,1.0018,0.0005,开放申购,封闭期,1
2019-11-06,1.0013,1.0013,-0.0001,开放申购,封闭期,-1
2019-11-05,1.0014,1.0014,0.0005,开放申购,封闭期,1
2019-11-04,1.0009,1.0009,0.0007000000000000001,开放申购,封闭期,1
2019-11-01,1.0002,1.0002,0.0007000000000000001,开放申购,封闭期,1
2019-10-31,0.9995,0.9995,-0.0002,开放申购,封闭期,-1
2019-10-30,0.9997,0.9997,-0.0003,开放申购,封闭期,-1
2019-10-29,1.0000,1.0000,-0.0004,开放申购,封闭期,-1
2019-10-28,1.0004,1.0004,0.0003,开放申购,封闭期,1
2019-10-25,1.0001,1.0001,0.0002,开放申购,封闭期,1
2019-10-24,0.9999,0.9999,-0.0003,封闭期,封闭期,-1
2019-10-23,1.0002,1.0002,-0.0004,封闭期,封闭期,-1
2019-10-22,1.0006,1.0006,0,封闭期,封闭期,0
2019-10-18,1.0005,1.0005,0,封闭期,封闭期,0
2019-10-11,1.0010,1.0010,0,封闭期,封闭期,0
2019-09-30,0.9997,0.9997,-0.0001,封闭期,封闭期,-1
2019-09-27,0.9998,0.9998,0,封闭期,封闭期,0
2019-09-24,1.0000,1.0000,0,封闭期,封闭期,0
